operation_id,operation_date,region,country,shipment_mode,operation_type,weather_condition,shift,vendor_tier,distance_km,load_factor,load_band,delay_hours,delay_band,operator_experience_years,experience_band,maintenance_score,cost_usd,failure_probability,failed,severity,loss_usd
16621,2025-11-23,Asia,India,Air,Standard Shipment,Clear,Night,Tier 1,2606.7,0.666,Moderate,15.3,12-24h,2.0,0-2y,87.9,16058.5,0.0085,0,None,0.0
16622,2025-11-23,Latin America,Colombia,Truck,Standard Shipment,Rain,Morning,Tier 3,2588.5,0.576,Low,22.8,12-24h,3.6,2-5y,77.7,4425.62,0.0263,0,None,0.0
16623,2025-11-23,North America,USA,Rail,Standard Shipment,Rain,Evening,Tier 3,2230.2,0.86,High,17.8,12-24h,8.3,5-10y,91.2,3237.99,0.0182,0,None,0.0
16624,2025-11-23,North America,Canada,Rail,Hazardous Goods,Rain,Morning,Tier 2,628.9,0.713,Moderate,15.2,12-24h,10.0,5-10y,92.3,1856.73,0.0132,0,None,0.0
16625,2025-11-23,Asia,India,Truck,Cold Chain,Storm,Evening,Tier 1,766.2,0.693,Moderate,32.4,24-48h,1.5,0-2y,83.7,2870.95,0.0511,0,None,0.0
16626,2025-11-23,Europe,Netherlands,Rail,Standard Shipment,Clear,Morning,Tier 2,825.7,0.786,High,19.1,12-24h,1.1,0-2y,85.9,1968.26,0.0109,0,None,0.0
16627,2025-11-23,North America,Mexico,Truck,Hazardous Goods,Clear,Morning,Tier 1,557.1,0.515,Low,18.2,12-24h,10.4,10y+,99.4,2492.85,0.007,0,None,0.0
16628,2025-11-23,North America,USA,Ocean,Cold Chain,Rain,Night,Tier 2,1002.8,0.728,Moderate,41.8,24-48h,1.6,0-2y,72.9,1933.34,0.0796,0,None,0.0
16629,2025-11-23,Latin America,Colombia,Ocean,Standard Shipment,Clear,Evening,Tier 2,840.6,0.835,High,23.7,12-24h,4.3,2-5y,80.9,1817.4,0.0196,0,None,0.0
16630,2025-11-23,Latin America,Colombia,Ocean,Standard Shipment,Clear,Morning,Tier 1,1054.1,0.656,Moderate,18.3,12-24h,6.4,5-10y,77.2,1714.01,0.0099,0,None,0.0
16631,2025-11-23,Latin America,Colombia,Truck,Standard Shipment,Clear,Morning,Tier 2,1121.5,0.599,Low,29.4,24-48h,2.8,2-5y,65.7,3078.36,0.0205,0,None,0.0
16632,2025-11-23,North America,USA,Air,Cold Chain,Rain,Morning,Tier 2,1053.5,0.747,Moderate,18.0,12-24h,13.3,10y+,94.7,11503.31,0.0083,0,None,0.0
16633,2025-11-24,Asia,China,Truck,Standard Shipment,Cold,Morning,Tier 1,2861.7,0.372,Low,23.9,12-24h,1.6,0-2y,69.2,4611.66,0.0195,0,None,0.0
16634,2025-11-24,North America,USA,Truck,High Value Cargo,Clear,Evening,Tier 1,1614.2,0.8,High,17.5,12-24h,1.5,0-2y,74.6,4523.78,0.0166,0,None,0.0
16635,2025-11-24,Europe,Netherlands,Truck,Cold Chain,Clear,Night,Tier 2,1278.6,1.019,Critical,32.9,24-48h,6.7,5-10y,91.4,4124.39,0.0423,0,None,0.0
16636,2025-11-24,Asia,India,Air,Standard Shipment,Clear,Evening,Tier 1,413.8,0.682,Moderate,18.1,12-24h,4.8,2-5y,74.4,3882.36,0.0088,0,None,0.0
16637,2025-11-24,Africa,Nigeria,Air,Standard Shipment,Clear,Evening,Tier 2,1302.8,0.694,Moderate,14.1,12-24h,2.2,2-5y,96.8,8694.39,0.0071,0,None,0.0
16638,2025-11-24,Latin America,Colombia,Ocean,Cold Chain,Storm,Morning,Tier 1,251.1,0.782,High,46.2,24-48h,1.0,0-2y,100.0,1783.88,0.0503,0,None,0.0
16639,2025-11-24,Africa,South Africa,Air,Standard Shipment,Clear,Evening,Tier 1,1042.1,0.71,Moderate,10.1,0-12h,7.7,5-10y,96.2,6767.82,0.0038,0,None,0.0
16640,2025-11-24,Latin America,Brazil,Air,Standard Shipment,Clear,Night,Tier 2,418.7,0.906,Critical,10.8,0-12h,4.8,2-5y,82.3,3902.09,0.015,0,None,0.0
16641,2025-11-24,Asia,India,Ocean,High Value Cargo,Rain,Morning,Tier 1,807.4,0.461,Low,27.3,24-48h,4.9,2-5y,74.6,1823.21,0.0227,0,None,0.0
16642,2025-11-24,North America,USA,Truck,Standard Shipment,Clear,Evening,Tier 2,1673.5,0.578,Low,10.8,0-12h,7.8,5-10y,70.4,2998.84,0.0113,0,None,0.0
16643,2025-11-24,Europe,Germany,Ocean,Emergency Replenishment,Extreme Heat,Morning,Tier 2,2555.8,0.706,Moderate,27.7,24-48h,9.0,5-10y,76.8,5224.36,0.048,0,None,0.0
16644,2025-11-24,North America,USA,Ocean,Emergency Replenishment,Clear,Morning,Tier 1,1531.8,0.848,High,45.0,24-48h,4.8,2-5y,79.2,3684.5,0.0421,0,None,0.0
16645,2025-11-24,Europe,Germany,Truck,Hazardous Goods,Clear,Morning,Tier 3,355.0,0.644,Moderate,16.7,12-24h,1.9,0-2y,78.9,2017.77,0.036,0,None,0.0
16646,2025-11-24,Latin America,Brazil,Truck,Standard Shipment,Storm,Evening,Tier 2,1238.6,0.765,High,33.0,24-48h,2.5,2-5y,72.7,3183.69,0.0526,0,None,0.0
16647,2025-11-24,Asia,China,Truck,Standard Shipment,Rain,Night,Tier 1,1522.5,0.83,High,22.3,12-24h,3.1,2-5y,59.5,3441.19,0.0328,0,None,0.0
16648,2025-11-24,Africa,Nigeria,Air,Standard Shipment,Clear,Evening,Tier 3,1676.2,0.432,Low,6.9,0-12h,6.7,5-10y,85.6,10427.24,0.01,0,None,0.0
16649,2025-11-24,Africa,Nigeria,Ocean,Standard Shipment,Clear,Morning,Tier 2,769.6,0.376,Low,24.0,12-24h,4.4,2-5y,82.8,1912.12,0.0141,0,None,0.0
16650,2025-11-24,Asia,India,Ocean,Standard Shipment,Clear,Morning,Tier 3,1167.4,0.842,High,33.2,24-48h,1.4,0-2y,80.9,1779.07,0.0377,0,None,0.0
16651,2025-11-24,Asia,India,Truck,Standard Shipment,Rain,Evening,Tier 1,1228.2,0.884,High,14.5,12-24h,5.5,5-10y,99.1,2963.83,0.0092,0,None,0.0
16652,2025-11-24,Africa,South Africa,Truck,Hazardous Goods,Clear,Morning,Tier 1,1497.1,0.698,Moderate,12.4,12-24h,5.6,5-10y,74.3,4519.02,0.0152,0,None,0.0
16653,2025-11-24,North America,Mexico,Truck,Standard Shipment,Clear,Night,Tier 2,445.3,0.833,High,20.7,12-24h,2.8,2-5y,66.8,1758.46,0.0275,0,None,0.0
16654,2025-11-24,North America,Mexico,Truck,Standard Shipment,Rain,Evening,Tier 1,3828.8,0.623,Moderate,14.6,12-24h,6.8,5-10y,100.0,5368.96,0.0061,0,None,0.0
16655,2025-11-24,Latin America,Chile,Truck,High Value Cargo,Rain,Morning,Tier 1,878.9,0.884,High,19.7,12-24h,7.1,5-10y,89.3,3109.06,0.0134,0,None,0.0
16656,2025-11-24,North America,Canada,Truck,Cold Chain,Clear,Morning,Tier 2,1556.3,0.456,Low,25.8,24-48h,3.3,2-5y,82.5,4233.37,0.0198,0,None,0.0
16657,2025-11-25,Africa,South Africa,Truck,Cold Chain,Clear,Evening,Tier 1,961.1,0.712,Moderate,13.6,12-24h,9.7,5-10y,95.8,3402.06,0.0069,0,None,0.0
16658,2025-11-25,Asia,China,Rail,Standard Shipment,Rain,Morning,Tier 1,751.5,0.621,Moderate,31.9,24-48h,1.5,0-2y,87.2,1588.51,0.0128,0,None,0.0
16659,2025-11-25,Latin America,Brazil,Truck,Cold Chain,Extreme Heat,Evening,Tier 2,1236.4,0.832,High,29.5,24-48h,3.7,2-5y,49.5,3904.56,0.1,0,None,0.0
16660,2025-11-25,Asia,China,Air,Standard Shipment,Clear,Night,Tier 1,4548.1,0.478,Low,9.5,0-12h,3.8,2-5y,78.1,27459.38,0.0088,0,None,0.0
16661,2025-11-25,North America,USA,Truck,Standard Shipment,Clear,Morning,Tier 1,3028.5,0.851,High,29.4,24-48h,0.3,0-2y,100.0,5342.34,0.0095,0,None,0.0
16662,2025-11-25,North America,USA,Air,Standard Shipment,Clear,Night,Tier 2,1528.1,0.728,Moderate,16.4,12-24h,4.0,2-5y,74.3,10101.31,0.0143,0,None,0.0
16663,2025-11-25,Latin America,Brazil,Ocean,High Value Cargo,Clear,Morning,Tier 1,1471.9,0.499,Low,34.5,24-48h,5.2,5-10y,76.0,1961.76,0.0186,0,None,0.0
16664,2025-11-25,North America,Mexico,Truck,Cold Chain,Extreme Heat,Morning,Tier 1,850.4,0.594,Low,24.4,24-48h,1.7,0-2y,81.0,3029.14,0.0285,0,None,0.0
16665,2025-11-25,North America,Mexico,Truck,Standard Shipment,Clear,Evening,Tier 3,507.0,0.658,Moderate,8.2,0-12h,4.8,2-5y,65.9,1337.65,0.0218,0,None,0.0
16666,2025-11-25,Asia,China,Truck,Standard Shipment,Clear,Morning,Tier 1,1560.6,0.462,Low,9.6,0-12h,7.5,5-10y,84.4,2671.89,0.0053,0,None,0.0
16667,2025-11-25,Africa,South Africa,Truck,Standard Shipment,Clear,Night,Tier 3,1063.3,0.829,High,28.9,24-48h,2.8,2-5y,85.5,2468.83,0.0305,0,None,0.0
16668,2025-11-25,North America,Canada,Air,Hazardous Goods,Extreme Heat,Evening,Tier 1,1194.6,0.965,Critical,28.2,24-48h,3.1,2-5y,91.3,14226.21,0.043,0,None,0.0
16669,2025-11-25,Latin America,Chile,Rail,Emergency Replenishment,Clear,Morning,Tier 1,1276.1,0.882,High,19.3,12-24h,4.2,2-5y,89.7,3893.52,0.018,0,None,0.0
16670,2025-11-25,Europe,Netherlands,Truck,Cold Chain,Clear,Evening,Tier 3,1556.9,0.837,High,14.3,12-24h,4.4,2-5y,69.1,4709.87,0.0432,0,None,0.0
16671,2025-11-25,Africa,Nigeria,Ocean,Standard Shipment,Cold,Morning,Tier 1,1994.6,0.913,Critical,24.9,24-48h,2.9,2-5y,87.8,2343.01,0.022,0,None,0.0
16672,2025-11-25,Asia,China,Air,Standard Shipment,Clear,Morning,Tier 3,1746.7,0.582,Low,42.2,24-48h,1.8,0-2y,95.3,11281.31,0.0171,0,None,0.0
16673,2025-11-25,Asia,China,Truck,Standard Shipment,Rain,Morning,Tier 2,643.0,0.665,Moderate,18.4,12-24h,13.4,10y+,85.3,2197.6,0.0077,0,None,0.0
16674,2025-11-25,Europe,Germany,Truck,Standard Shipment,Clear,Evening,Tier 1,384.8,0.711,Moderate,17.8,12-24h,2.1,2-5y,71.9,1556.01,0.0127,0,None,0.0
16675,2025-11-25,North America,Mexico,Ocean,Standard Shipment,Rain,Morning,Tier 2,910.0,0.38,Low,32.3,24-48h,1.8,0-2y,66.0,964.39,0.0371,0,None,0.0
16676,2025-11-25,Latin America,Colombia,Truck,Standard Shipment,Clear,Morning,Tier 2,975.1,0.761,High,20.4,12-24h,4.6,2-5y,66.2,2467.93,0.0157,0,None,0.0
16677,2025-11-25,Latin America,Colombia,Ocean,Standard Shipment,Clear,Night,Tier 1,2174.3,0.629,Moderate,31.7,24-48h,0.9,0-2y,64.0,2404.91,0.032,0,None,0.0
16678,2025-11-25,North America,Mexico,Air,Cold Chain,Clear,Morning,Tier 2,1656.3,0.91,Critical,15.0,12-24h,4.3,2-5y,98.6,17510.94,0.0131,0,None,0.0
16679,2025-11-25,Africa,South Africa,Air,Standard Shipment,Clear,Night,Tier 1,2373.1,0.807,High,17.1,12-24h,1.0,0-2y,72.8,15015.4,0.0146,0,None,0.0
16680,2025-11-25,Europe,Germany,Ocean,Emergency Replenishment,Rain,Morning,Tier 2,1194.1,0.711,Moderate,25.3,24-48h,4.1,2-5y,82.6,3456.43,0.0401,0,None,0.0
16681,2025-11-26,Africa,South Africa,Truck,High Value Cargo,Rain,Night,Tier 3,2554.3,0.719,Moderate,26.7,24-48h,2.1,2-5y,82.2,5965.09,0.0474,0,None,0.0
16682,2025-11-26,Africa,South Africa,Truck,Standard Shipment,Clear,Morning,Tier 2,1145.2,0.534,Low,18.6,12-24h,2.8,2-5y,76.9,2429.72,0.0128,0,None,0.0
16683,2025-11-26,North America,USA,Truck,Cold Chain,Clear,Evening,Tier 1,1814.0,0.929,Critical,24.4,24-48h,8.3,5-10y,100.0,4996.86,0.0129,0,None,0.0
16684,2025-11-26,Latin America,Colombia,Truck,Standard Shipment,Storm,Morning,Tier 3,930.3,0.758,High,28.1,24-48h,1.1,0-2y,96.6,2421.77,0.0399,0,None,0.0
16685,2025-11-26,Latin America,Colombia,Truck,Standard Shipment,Extreme Heat,Evening,Tier 2,387.9,0.887,High,43.0,24-48h,3.5,2-5y,87.5,1846.64,0.039,0,None,0.0
16686,2025-11-26,Africa,Nigeria,Truck,Standard Shipment,Clear,Morning,Tier 2,544.3,0.573,Low,12.0,0-12h,2.8,2-5y,100.0,1809.99,0.0064,0,None,0.0
16687,2025-11-26,North America,Mexico,Truck,Emergency Replenishment,Clear,Evening,Tier 1,918.6,0.594,Low,30.0,24-48h,4.3,2-5y,69.4,4017.56,0.031,0,None,0.0
16688,2025-11-26,Europe,Netherlands,Truck,Standard Shipment,Clear,Night,Tier 2,192.8,0.853,High,17.6,12-24h,0.9,0-2y,57.7,1612.13,0.0381,0,None,0.0
16689,2025-11-26,North America,Canada,Ocean,Hazardous Goods,Clear,Evening,Tier 1,2429.9,0.413,Low,22.3,12-24h,5.4,5-10y,64.2,3682.17,0.0329,0,None,0.0
16690,2025-11-26,Europe,Netherlands,Truck,Standard Shipment,Clear,Night,Tier 1,725.2,0.605,Moderate,11.8,0-12h,7.1,5-10y,96.6,1781.23,0.0057,0,None,0.0
16691,2025-11-26,North America,Mexico,Truck,Standard Shipment,Clear,Night,Tier 2,2355.3,0.607,Moderate,25.2,24-48h,1.7,0-2y,84.1,4258.09,0.0176,0,None,0.0
16692,2025-11-26,Latin America,Chile,Truck,Cold Chain,Rain,Morning,Tier 2,1623.0,0.745,Moderate,15.7,12-24h,8.5,5-10y,84.4,4584.31,0.0158,0,None,0.0
16693,2025-11-26,Asia,China,Air,Cold Chain,Clear,Evening,Tier 2,323.3,0.409,Low,24.3,24-48h,1.1,0-2y,74.9,4009.13,0.025,0,None,0.0
16694,2025-11-26,Asia,India,Truck,Cold Chain,Rain,Morning,Tier 1,798.2,0.926,Critical,23.4,12-24h,1.6,0-2y,86.7,2863.35,0.0293,0,None,0.0
16695,2025-11-26,Asia,China,Truck,Standard Shipment,Storm,Night,Tier 3,429.5,0.433,Low,34.0,24-48h,4.3,2-5y,98.8,1345.72,0.0481,0,None,0.0
16696,2025-11-26,Africa,South Africa,Air,Standard Shipment,Rain,Evening,Tier 2,310.8,0.756,High,30.2,24-48h,0.1,0-2y,57.0,2665.93,0.0371,0,None,0.0
16697,2025-11-26,Latin America,Colombia,Air,High Value Cargo,Rain,Evening,Tier 2,2680.3,0.813,High,23.2,12-24h,1.8,0-2y,89.6,26045.25,0.0191,0,None,0.0
16698,2025-11-26,Latin America,Colombia,Rail,Hazardous Goods,Clear,Evening,Tier 3,2679.5,0.713,Moderate,19.3,12-24h,4.6,2-5y,90.8,5390.07,0.0259,0,None,0.0
16699,2025-11-26,Asia,India,Truck,High Value Cargo,Cold,Morning,Tier 1,1391.2,0.985,Critical,24.3,24-48h,5.1,5-10y,85.7,4298.75,0.0259,0,None,0.0
16700,2025-11-26,Asia,India,Air,Standard Shipment,Clear,Morning,Tier 2,1264.2,0.851,High,12.0,0-12h,0.9,0-2y,68.3,8688.73,0.0165,0,None,0.0
16701,2025-11-26,Africa,Nigeria,Air,High Value Cargo,Clear,Morning,Tier 1,973.8,0.54,Low,23.5,12-24h,0.7,0-2y,100.0,9696.46,0.0073,0,None,0.0
16702,2025-11-26,Europe,Germany,Truck,Standard Shipment,Clear,Night,Tier 3,1345.4,0.519,Low,15.3,12-24h,0.6,0-2y,77.9,2667.33,0.0281,0,None,0.0
16703,2025-11-26,North America,USA,Truck,High Value Cargo,Rain,Evening,Tier 2,4121.1,0.789,High,26.3,24-48h,3.7,2-5y,97.1,8802.93,0.0166,0,None,0.0
16704,2025-11-26,North America,Mexico,Truck,Cold Chain,Clear,Evening,Tier 1,1327.0,0.387,Low,21.1,12-24h,2.3,2-5y,94.6,3414.18,0.0122,0,None,0.0
16705,2025-11-27,North America,USA,Ocean,High Value Cargo,Clear,Morning,Tier 2,262.0,0.815,High,34.4,24-48h,2.4,2-5y,96.4,1673.09,0.0192,0,None,0.0
16706,2025-11-27,North America,USA,Air,Standard Shipment,Clear,Morning,Tier 2,3108.4,0.608,Moderate,8.5,0-12h,3.4,2-5y,72.6,18785.85,0.0098,0,None,0.0
16707,2025-11-27,Europe,Netherlands,Rail,Standard Shipment,Storm,Night,Tier 2,1253.2,0.545,Low,45.6,24-48h,2.7,2-5y,87.7,2324.35,0.0517,0,None,0.0
16708,2025-11-27,North America,Canada,Ocean,Cold Chain,Clear,Morning,Tier 2,741.4,0.808,High,22.0,12-24h,6.8,5-10y,87.3,2193.27,0.0186,0,None,0.0
16709,2025-11-27,Europe,Netherlands,Air,High Value Cargo,Rain,Morning,Tier 1,53.8,0.984,Critical,31.2,24-48h,1.3,0-2y,86.7,1948.65,0.0275,0,None,0.0
16710,2025-11-27,Africa,South Africa,Rail,Emergency Replenishment,Clear,Night,Tier 3,466.3,0.613,Moderate,20.8,12-24h,2.2,2-5y,99.2,1563.67,0.033,0,None,0.0
16711,2025-11-27,Africa,Nigeria,Truck,Standard Shipment,Rain,Evening,Tier 1,2055.1,0.666,Moderate,13.8,12-24h,3.6,2-5y,100.0,3299.12,0.0072,0,None,0.0
16712,2025-11-27,North America,Mexico,Air,Standard Shipment,Clear,Morning,Tier 1,2485.7,0.898,High,11.7,0-12h,3.8,2-5y,97.7,15999.68,0.0059,0,None,0.0
16713,2025-11-27,Africa,Nigeria,Ocean,Standard Shipment,Clear,Evening,Tier 1,489.0,0.783,High,39.5,24-48h,7.7,5-10y,95.3,1685.78,0.0098,0,None,0.0
16714,2025-11-27,Europe,Netherlands,Ocean,Standard Shipment,Clear,Morning,Tier 2,837.3,0.828,High,18.0,12-24h,3.5,2-5y,83.1,2005.74,0.0153,0,None,0.0
16715,2025-11-27,Africa,South Africa,Truck,Standard Shipment,Clear,Morning,Tier 1,815.6,0.715,Moderate,11.7,0-12h,3.4,2-5y,94.8,2428.63,0.0053,0,None,0.0
16716,2025-11-27,Africa,South Africa,Truck,Standard Shipment,Storm,Evening,Tier 2,1182.0,0.742,Moderate,37.9,24-48h,3.6,2-5y,86.8,2261.65,0.0386,0,None,0.0
16717,2025-11-27,Africa,Nigeria,Truck,Standard Shipment,Clear,Night,Tier 3,2396.1,0.745,Moderate,24.8,24-48h,2.9,2-5y,94.6,4354.76,0.0195,0,None,0.0
16718,2025-11-27,Latin America,Brazil,Ocean,Cold Chain,Clear,Morning,Tier 1,1594.4,0.797,High,22.9,12-24h,3.7,2-5y,63.9,2431.76,0.0291,0,None,0.0
16719,2025-11-27,North America,USA,Truck,Standard Shipment,Clear,Morning,Tier 1,161.4,0.784,High,19.9,12-24h,4.8,2-5y,75.5,1196.55,0.0094,0,None,0.0
16720,2025-11-27,North America,Mexico,Truck,Standard Shipment,Clear,Morning,Tier 1,3258.3,0.548,Low,23.0,12-24h,2.2,2-5y,86.7,4970.16,0.0085,0,None,0.0
16721,2025-11-27,North America,Mexico,Air,Standard Shipment,Clear,Night,Tier 3,1373.3,0.597,Low,15.9,12-24h,4.4,2-5y,86.7,8801.18,0.0158,0,None,0.0
16722,2025-11-27,Asia,India,Air,Standard Shipment,Storm,Evening,Tier 2,270.0,0.509,Low,33.2,24-48h,0.7,0-2y,83.7,2761.29,0.0379,0,None,0.0
16723,2025-11-27,North America,Mexico,Truck,Standard Shipment,Storm,Morning,Tier 2,4470.0,0.639,Moderate,35.6,24-48h,3.6,2-5y,86.1,6577.75,0.0336,0,None,0.0
16724,2025-11-27,Asia,China,Truck,High Value Cargo,Clear,Evening,Tier 1,168.5,0.329,Low,12.1,12-24h,2.5,2-5y,63.0,571.52,0.0179,0,None,0.0
16725,2025-11-27,North America,USA,Air,Cold Chain,Storm,Evening,Tier 1,244.0,0.777,High,29.4,24-48h,2.0,0-2y,72.6,3665.52,0.0524,0,None,0.0
16726,2025-11-27,Latin America,Colombia,Ocean,Standard Shipment,Clear,Evening,Tier 2,2020.8,0.821,High,30.7,24-48h,1.2,0-2y,95.9,2901.04,0.0174,0,None,0.0
16727,2025-11-27,North America,USA,Truck,Cold Chain,Clear,Evening,Tier 1,2874.1,0.693,Moderate,25.1,24-48h,1.5,0-2y,100.0,7295.81,0.012,0,None,0.0
16728,2025-11-27,North America,USA,Truck,Cold Chain,Clear,Morning,Tier 1,456.2,0.886,High,23.6,12-24h,1.0,0-2y,93.7,2205.22,0.0172,0,None,0.0
16729,2025-11-28,Latin America,Colombia,Truck,High Value Cargo,Clear,Morning,Tier 2,3103.6,0.805,High,18.4,12-24h,6.5,5-10y,75.3,7033.13,0.015,0,None,0.0
16730,2025-11-28,Africa,Nigeria,Truck,Standard Shipment,Extreme Heat,Morning,Tier 1,1062.3,0.921,Critical,25.9,24-48h,1.4,0-2y,63.7,2924.85,0.0433,0,None,0.0
16731,2025-11-28,Asia,China,Truck,Standard Shipment,Clear,Evening,Tier 2,2499.7,0.561,Low,11.8,0-12h,2.6,2-5y,94.5,3781.33,0.0084,0,None,0.0
16732,2025-11-28,Africa,Nigeria,Rail,Hazardous Goods,Clear,Night,Tier 1,742.0,0.872,High,28.7,24-48h,2.9,2-5y,73.4,2271.94,0.0406,0,None,0.0
16733,2025-11-28,Asia,India,Air,Standard Shipment,Clear,Night,Tier 2,2137.1,0.671,Moderate,16.2,12-24h,0.7,0-2y,89.3,13622.93,0.0118,0,None,0.0
16734,2025-11-28,Latin America,Brazil,Truck,Standard Shipment,Clear,Morning,Tier 2,1175.3,0.671,Moderate,22.4,12-24h,4.7,2-5y,81.2,2712.17,0.0111,0,None,0.0
16735,2025-11-28,Latin America,Brazil,Ocean,High Value Cargo,Clear,Morning,Tier 1,4195.4,0.818,High,28.5,24-48h,1.7,0-2y,90.4,4634.4,0.016,0,None,0.0
16736,2025-11-28,Asia,India,Truck,Hazardous Goods,Rain,Morning,Tier 2,1019.2,0.78,High,19.0,12-24h,6.6,5-10y,87.3,4102.82,0.0204,0,None,0.0
16737,2025-11-28,North America,Canada,Air,Standard Shipment,Clear,Morning,Tier 2,914.0,0.84,High,12.0,0-12h,4.8,2-5y,96.4,6647.34,0.0064,0,None,0.0
16738,2025-11-28,Asia,China,Ocean,Cold Chain,Clear,Evening,Tier 2,1450.5,0.707,Moderate,41.1,24-48h,2.0,0-2y,73.0,2987.45,0.049,0,None,0.0
16739,2025-11-28,Africa,South Africa,Truck,Hazardous Goods,Clear,Evening,Tier 3,510.2,0.818,High,12.3,12-24h,6.7,5-10y,90.2,2179.07,0.0247,0,None,0.0
16740,2025-11-28,Africa,Nigeria,Truck,Cold Chain,Rain,Morning,Tier 1,1125.7,0.973,Critical,36.6,24-48h,4.1,2-5y,69.6,3541.1,0.0558,0,None,0.0
16741,2025-11-28,North America,Canada,Truck,Cold Chain,Rain,Night,Tier 2,851.9,0.502,Low,19.5,12-24h,5.0,2-5y,72.3,2500.79,0.0373,1,Low,380.13
16742,2025-11-28,Africa,South Africa,Ocean,High Value Cargo,Cold,Evening,Tier 3,1207.8,0.457,Low,30.5,24-48h,2.0,0-2y,100.0,2153.58,0.0366,0,None,0.0
16743,2025-11-28,Asia,India,Truck,Standard Shipment,Clear,Morning,Tier 3,3924.0,0.585,Low,21.9,12-24h,4.7,2-5y,72.9,5793.78,0.0209,0,None,0.0
16744,2025-11-28,North America,Mexico,Ocean,Standard Shipment,Clear,Morning,Tier 1,508.8,0.824,High,23.7,12-24h,6.9,5-10y,65.9,1475.18,0.0161,0,None,0.0
16745,2025-11-28,Africa,Nigeria,Air,Standard Shipment,Storm,Morning,Tier 3,1804.4,0.801,High,35.6,24-48h,4.1,2-5y,72.5,11706.04,0.0623,0,None,0.0
16746,2025-11-28,Africa,South Africa,Ocean,Cold Chain,Clear,Morning,Tier 3,463.7,0.25,Low,33.8,24-48h,2.7,2-5y,73.4,1413.04,0.056,0,None,0.0
16747,2025-11-28,Latin America,Colombia,Air,High Value Cargo,Clear,Morning,Tier 3,668.7,0.516,Low,12.0,0-12h,3.0,2-5y,75.4,6783.69,0.0196,0,None,0.0
16748,2025-11-28,Europe,Netherlands,Air,Cold Chain,Rain,Night,Tier 1,440.7,0.838,High,11.1,0-12h,5.1,5-10y,74.7,5341.3,0.0233,0,None,0.0
16749,2025-11-28,Asia,China,Ocean,Standard Shipment,Cold,Morning,Tier 2,2334.7,0.6,Low,30.2,24-48h,6.1,5-10y,82.6,2089.75,0.0203,0,None,0.0
16750,2025-11-28,North America,Mexico,Truck,Standard Shipment,Clear,Morning,Tier 1,3030.9,1.026,Critical,21.7,12-24h,7.2,5-10y,90.2,5094.24,0.0124,0,None,0.0
16751,2025-11-28,Latin America,Brazil,Ocean,Cold Chain,Clear,Night,Tier 3,1474.8,0.503,Low,32.3,24-48h,4.7,2-5y,88.9,2499.82,0.0461,1,Low,377.64
16752,2025-11-28,North America,Canada,Truck,Standard Shipment,Clear,Night,Tier 2,2861.6,0.749,Moderate,26.0,24-48h,2.3,2-5y,100.0,4807.57,0.0117,0,None,0.0
16753,2025-11-29,North America,USA,Ocean,Standard Shipment,Rain,Morning,Tier 1,1874.3,0.664,Moderate,34.0,24-48h,15.7,10y+,54.6,2516.84,0.0182,0,None,0.0
16754,2025-11-29,Africa,South Africa,Air,Standard Shipment,Extreme Heat,Night,Tier 2,594.1,0.976,Critical,24.3,24-48h,6.5,5-10y,91.0,5140.84,0.0297,0,None,0.0
16755,2025-11-29,North America,Mexico,Truck,Cold Chain,Rain,Morning,Tier 3,2680.8,0.728,Moderate,29.4,24-48h,8.2,5-10y,71.6,7027.12,0.0426,0,None,0.0
16756,2025-11-29,Latin America,Chile,Truck,Standard Shipment,Clear,Morning,Tier 2,579.5,0.944,Critical,24.3,24-48h,0.6,0-2y,90.3,2020.25,0.019,0,None,0.0
16757,2025-11-29,North America,USA,Ocean,High Value Cargo,Clear,Night,Tier 2,1080.5,0.824,High,28.1,24-48h,2.2,2-5y,55.3,1603.79,0.0652,0,None,0.0
16758,2025-11-29,Europe,Germany,Air,Standard Shipment,Clear,Evening,Tier 2,80.9,0.908,Critical,15.4,12-24h,1.6,0-2y,83.2,2063.04,0.0156,0,None,0.0
16759,2025-11-29,Asia,India,Truck,Standard Shipment,Clear,Evening,Tier 3,4406.3,0.61,Moderate,14.9,12-24h,7.1,5-10y,76.1,6418.58,0.0169,0,None,0.0
16760,2025-11-29,Latin America,Chile,Truck,Standard Shipment,Rain,Night,Tier 2,1547.6,0.619,Moderate,30.7,24-48h,5.3,5-10y,87.5,2755.52,0.0193,1,Low,949.43
16761,2025-11-29,Africa,South Africa,Truck,Cold Chain,Clear,Night,Tier 3,2613.4,0.716,Moderate,17.2,12-24h,5.6,5-10y,91.2,6334.83,0.0256,0,None,0.0
16762,2025-11-29,Asia,China,Air,Cold Chain,Rain,Morning,Tier 2,1349.2,0.395,Low,21.1,12-24h,2.0,0-2y,82.0,14331.64,0.0221,0,None,0.0
16763,2025-11-29,Asia,China,Air,Cold Chain,Clear,Morning,Tier 3,2040.5,0.666,Moderate,17.7,12-24h,4.0,2-5y,71.1,21095.08,0.0285,0,None,0.0
16764,2025-11-29,Africa,Nigeria,Rail,Standard Shipment,Clear,Evening,Tier 1,1002.2,0.59,Low,18.0,12-24h,2.5,2-5y,68.4,1363.04,0.0128,0,None,0.0
